,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,31106.39633850822,30657.80612640981,30027.688914001392,29586.04100261482,29461.38797687812,29189.467522524963,28856.407487678505,28324.947336957975,27827.08437227396,27893.409274789625,28272.177309014067,27171.47598636871,26729.772918400857,26519.176123811725,26217.55585598245,25948.544414803913,26091.817108640927,25821.238271864666,25346.890157286845,25029.452099571226,24638.040559783476,24684.687664090176,25116.406103115507,25076.855517706463
1,23914.07756542099,23747.84683311847,23788.383693246786,23611.950511677605,23545.433931480125,23537.65861506162,23520.394627528032,23301.199645219065,23247.767241757643,23231.28729042665,23162.782490522717,23385.277995688437,23624.090256592957,23557.670273646665,23482.497873520195,23665.411338357073,23702.22246101896,23693.39460518307,23308.67292621404,23343.554566781764,23530.131247101108,23552.15185070051,23615.831454257343,23779.460013831245
2,25141.204917755564,25554.505037791623,25895.828353057932,26231.03236316015,26400.99657923069,26816.92273229437,27483.721225113055,27633.85587187223,28231.76917503041,29164.801245859064,29609.786877821734,30197.212913717976,30837.609038448893,31026.839850506494,31084.11394047771,31441.59772920768,31458.958355818595,31383.953249210423,31461.583695965073,31682.9358654793,31973.424339087596,32177.062542837848,32455.069566290942,32842.96078429369
3,32305.579420300448,32532.18845932512,32506.609990615187,32498.200679320442,32620.91239419686,32717.003494153516,32810.64168223721,32942.62229586088,32914.84605250354,32852.25672886756,32738.416390412604,32431.685795170044,32266.316679747397,32214.507812512064,32149.315823047407,31977.277115544955,32586.466781516327,33080.239101992076,33736.52868100232,33988.35039079815,33657.85869195992,33508.14496656617,33204.39937936797,32487.496273743323
4,34022.0239187093,34005.54511207413,33929.519308303126,33963.77027900355,33809.04380745096,33682.57935889997,33666.58206439826,33676.020884544734,33553.6962033859,33320.854812828016,33097.819444662564,32732.586772175368,32511.031276831716,32334.165796695197,32280.31073133034,32269.52527006324,32199.33208865504,32230.739961186442,32009.43653289487,31864.479957912805,32294.09403333977,32282.973754352526,32597.139102886264,32736.70799739013
5,33153.193754314285,33036.81440370066,33134.067135756515,33047.3201012277,32994.894852213234,32817.81720692487,32867.640910185466,32907.5460584142,33041.59002537163,33079.861502971406,33221.08318151626,33057.38988450153,33088.57662535029,32857.1738421673,32946.72326421297,33160.65621234258,33206.98051089521,33135.88972935663,33258.891666211835,33064.342176394195,32824.564867737514,32891.71832726626,32713.993045514715,32462.633505467227
6,31668.988611695637,31173.357251519566,30895.64569712695,30891.85749602627,30642.50005145187,30240.60534752456,29870.109952541206,29040.321587964976,28062.1510568674,27810.083997093563,27312.91031816527,26829.39988579223,26660.562636283772,26267.167334677175,25919.559623305675,25860.415073292563,25849.651435930515,25773.365971380044,25599.062054563245,25208.57258114063,24958.2939437819,24942.061497527106,25534.61044802953,25359.79352761881
7,24172.9379155087,24173.03880939684,24001.022287854088,23945.248193035564,23927.669459269313,23900.766712426503,23869.196339185903,23668.03002305476,23648.800395736424,23450.000056367902,23267.32372807939,23728.112698420595,23803.64114122808,23810.919103460623,23646.66623418389,23747.73826990726,23746.624406946026,23729.81437633814,23417.24415635509,23488.988964135282,23636.075878285752,23600.70234320136,23735.498875130972,23876.351337124863
8,25149.343892649544,25603.580181032274,26051.504608467032,26385.71707683465,26478.140395247578,26919.416592038408,27541.94061340165,27805.33589595543,28241.905513149155,29158.323216201505,29605.957735371016,30194.950528444442,30817.8137279682,31026.839850506494,31084.11394047771,31441.59772920768,31478.35380231517,31404.678368280103,31461.583695965073,31682.9358654793,31973.424339087596,32192.119286395526,32472.956259498616,32890.16406644526
9,33065.986198235696,33244.192494080475,33265.798596846515,33430.24288284394,33468.807327439485,33496.39000415237,33573.52808622338,33620.17804692076,33736.12939379785,33956.16603887162,34207.907515943545,34261.95822117524,34436.566666145314,34446.44103177345,34531.38913526836,34514.86170244284,34798.39169794523,34584.31818896497,34396.27390500959,34595.878200645064,33881.87189156179,33796.640002712564,33770.511862833926,33790.69322461845
10,34692.04878541992,34633.67314350549,34542.26546058603,34555.45052429672,34595.44582601122,34465.64192812224,34501.3420282782,34376.97974067654,34337.908364154406,34368.39672026895,34138.32337883691,33782.94541269811,33549.215711315155,33392.50968347211,33369.42859752838,33441.107045350844,33258.43683480515,33407.356204527314,33186.5430676432,32989.047408738494,32792.23038557858,32764.562144326992,32927.38361851666,33067.849607563796
11,33145.05558697854,32999.97247958236,33096.501302028,33019.6158156033,32956.26662209849,32817.81720692487,32818.866100417756,32872.53509925494,32947.41619877723,33077.272025039274,33206.88048096218,33049.122332031475,33103.397957109955,32900.46242731555,33022.864713174466,33279.618433694886,33359.057490756364,33498.05949873546,33673.57370154776,33540.92402628547,33142.29747487522,33064.72813544044,32826.2930969306,32633.166297333875
12,31117.70484238318,30762.875178424125,30346.00420949806,29983.012805058155,29437.737385734414,29114.73954365336,28757.34015397478,28224.220989597095,27819.901066986677,27419.112695170963,27166.023765255915,26786.05103313354,26609.823120225272,26123.567310812068,25845.701384380263,25860.415073292563,25874.845314913196,25795.531338028282,25568.411561277215,25209.671348654847,24878.9199919425,24819.466029401854,25072.919301239886,24532.75903460297
13,24328.766653508832,24247.86772812466,24032.065054979535,24003.848090631967,23867.031773917755,23816.05940353561,23751.89160644727,23545.057039557876,23441.29959767282,23424.530157921618,23352.797770957462,23625.424917772132,23709.447521728813,23669.434402160292,23594.02218877235,23728.888606119097,23718.065970613992,23710.594258001263,23419.366036319458,23492.760375622656,23591.274393235894,23647.08169156353,23774.824474033103,23910.736640167404
14,25213.03157209359,25678.16706631424,26020.016975886127,26436.882903499925,26493.54014356594,27091.629835344836,27782.5696987362,28319.245215903367,28392.877800646154,29495.518274137412,29832.588472640713,30439.701521050054,31000.282492112685,31287.15205008454,31318.88307127308,31769.778066785835,31964.123876586276,31905.052839499353,32067.567354800583,32313.94165318541,32514.73575650006,32652.771954257678,32925.241554326836,33059.08449386771
15,32790.51773715616,32924.81473598797,32849.930780811526,33021.76928540015,33062.88857289086,33278.21339689166,33420.56522589721,33391.837531352874,33263.676251405035,33316.21323617605,33719.04269821271,34080.74437991248,34186.37500113608,34258.57558793891,34466.92970135213,34177.85025458029,34525.78343413154,34467.706804060916,34550.923264523495,34726.825407950535,33944.63424441306,33607.97840641906,33428.05407850718,33032.87164107052
16,34210.87254106371,34089.08986621527,33900.46482372414,33823.743924038245,33752.58896497751,33703.158070630205,33682.18962810583,33644.21613245648,33786.18137932477,33709.48632503229,33351.863779119034,32814.45912144728,32535.36376462379,32382.957691007592,32300.934875423576,32302.356155675338,32248.850112305827,32244.836996406648,32143.38247412506,31939.14233454134,32318.29869305988,32313.00467205471,32645.69345910249,32915.205355641694
17,32667.893553566373,32584.61966118772,32724.437311601574,32537.689743109062,32560.638640800385,32447.377122001184,32523.829734880055,32514.960247223833,32568.96080280542,32582.947539644534,32918.38794790154,33012.42230600285,33009.49963725057,32831.81766428899,32935.90070603436,33116.26627400575,33184.36226726274,33158.50751019288,33267.00589988509,33082.794791293505,32781.68318062122,32930.795799116466,32595.771592288078,32354.465204297496
18,31050.910562383622,30613.399444014718,29941.733882690714,29505.50269878385,29113.26341546224,28771.901075909613,28354.7479350735,28061.45504491691,27697.839744772344,27341.643209782036,27154.20190157711,26786.05103313354,26472.931836337717,26123.567310812068,25833.074122125363,25710.823523257957,25729.275385134235,25559.126629784525,25164.5655956275,24805.881443437444,24383.310776176542,24322.638886772067,24563.19467866935,24338.023359176957
19,24113.99293716545,23969.465445531736,23925.526653757268,23802.689335308663,23746.788458751293,23738.494015894496,23745.476278324,23535.64643560531,23531.19760143808,23380.571359567395,23218.55877092557,23582.033490518825,23777.704218775412,23779.976956038343,23658.5429249897,23725.325354378772,23701.00080387322,23634.209421434836,23258.03422007967,23338.186799255305,23452.181993737075,23550.120232188892,23666.216597402567,23858.648703401992
20,25278.11755321138,25676.390418939325,26169.7014157946,26736.553267880106,26973.497785317584,27579.57711492851,28001.000400899364,28415.00376003392,28475.68870747695,29552.22411552931,29754.643228962763,30437.904956528866,30987.2863511767,31287.15205008454,31318.88307127308,31799.105238746666,32005.387597137546,32001.234542202656,32108.237404563042,32403.689540707735,32731.491861769508,32965.53162493613,33017.654835932444,33111.67181931212
21,31424.52827876493,31409.001997751515,31431.94623648442,31447.596839579914,31514.440751575316,31536.23151910979,31531.963091264242,31629.579056851,31655.445282256776,31747.206186374882,32000.21910749942,32160.3921488071,31937.433956488574,31952.653857077556,31670.325318553772,31688.125544270697,30942.78009534384,31083.90540424824,29747.96045067773,29360.431516207384,28222.367033105795,28917.750216170734,28728.291435839063,29812.332936838706
22,33757.289748406394,33657.86801078403,33084.04740075862,33076.9123324133,33148.70361208721,33117.35956218998,33131.619141543524,33117.83333227706,32920.94270108152,33023.81390972713,32761.722708723562,32610.043762122263,32489.773364656638,32334.165796695197,32280.31073133034,32269.52527006324,32140.76006908466,32190.302568051793,31958.157133982633,31774.538196962687,32291.751712085035,32219.73959146066,32571.279589436836,32649.833516581002
23,31845.56454239089,31843.836706760343,31885.669559074315,31972.724125285506,32022.558241961688,31859.697858815387,31934.815870367212,31892.203351423195,31801.27670181058,31888.650467368825,32175.080428388457,32095.01580012434,32381.13112582123,32531.315676953083,32687.641933789622,32998.26633030998,32998.80835630426,33056.77674854737,33123.069636335036,32837.279371979115,32615.971946841008,32646.188642816498,32349.213306149668,31940.386588646496
24,29936.730103003913,29638.568278059665,29165.720674184384,28587.701731503174,28245.53258144407,27870.692236165767,27480.620594686858,27150.726447127556,26961.322543655475,26737.40423495497,26190.781950800443,25986.434881070058,25383.54496384935,25083.872826238847,24812.300626746295,24588.01059307482,24310.105142647648,24158.466590778786,24037.355757939895,24285.917627882314,23849.991517386887,23829.42001825494,23854.50152467411,24331.84431016337
25,23738.24350199243,23605.587585100056,23491.375580275846,23366.507069313582,23207.87910675964,23071.52819626946,23102.804905855224,22968.799522114023,22940.013489223486,22884.453444281044,22826.441131830026,22840.13840984031,23097.203133733296,23096.272854979496,23284.822778122223,23340.19175330327,23462.94395223517,23537.90661484287,23155.98671568624,23251.011318417455,23411.73958957245,23478.722445963467,23454.421361929566,23651.98668737038
26,22489.953864121788,22919.47663962046,23143.915982448376,23239.214202042447,23373.125453115645,23469.392223805804,23608.872871664087,23782.45790758096,24201.98879337042,24276.351952727367,24514.251727131665,24883.36734924982,25081.889075319865,25673.91208227453,26145.043370572614,26985.466120142362,27097.818950237393,27424.043287105873,27607.754325283644,28044.909613889446,28081.975540154584,28414.490716192828,28573.671340154055,29263.17022059163
27,27991.70922690517,28008.573244106192,28108.588132837293,28270.339592539025,28350.031113534464,28211.708624255778,28388.790780538493,28433.344741769844,28315.941007895544,28393.276089667623,28433.54423163441,28581.428865287442,28722.71372915334,28937.497586627378,29066.259217440085,29187.306229999936,29235.123639910747,29110.23476417073,28982.457704326105,28705.8623402922,28567.563868614743,28321.510024006573,28297.12489634568,28687.50379430559
28,29244.765552533972,29264.77642643691,29021.729259213305,28929.99967252089,28890.79671078007,28782.129620313277,28822.994484756386,28368.701456903014,28376.462621192975,28433.06641750785,28190.948497591475,28139.05856412854,28068.15131842724,27986.86625044509,27741.115189864988,27700.70277199423,27356.69194519488,27094.86908783819,27047.15246128366,27126.896011796885,27286.958020560982,27759.012168763293,27809.221111411167,27292.397018448588
29,27479.08313791923,27124.78709302879,27197.364070417138,27220.575282537466,27679.561197764888,28236.02797701195,28516.982567111423,28792.097827388185,28991.6019584666,28842.755332242716,28778.65433714988,28925.910742044878,29158.58924535659,29613.60372324685,29821.2134996517,30136.98697629587,30135.534597803424,30211.51626338623,30163.8096488986,30091.161737121463,29914.8858888573,29784.15337557926,29743.29743009896,29591.82287755709
30,27837.319537142474,27452.498971900954,27190.770591820252,26910.360884530077,26630.935325575243,26575.82559210333,26745.633534230827,26809.95621349699,26379.852849737745,25494.247639513458,24646.558809902086,24328.900320334742,24066.447292549947,23663.369692636705,23577.570333965807,23314.467473462162,23073.028534126464,22695.765709047577,22463.13636869668,22035.962462880136,22069.202608871135,21977.13830077254,21869.488107434896,21897.716128055727
31,21718.68020750228,21669.84443712694,21648.72606197247,21589.402696416826,21346.612578854718,21346.9384253955,21271.663705919967,21232.450355954432,21495.462694367012,21477.086180938455,21454.18500627587,21350.529526926646,21398.53026495886,21290.897346386206,21516.400881734375,21563.514353633745,21647.645449197098,21732.89330448962,21852.287958913646,21855.28643733547,22022.13831053223,21779.977637827316,21689.304018556097,21420.337192610965
32,20933.977095003793,20903.661488394824,20985.679322939417,21222.41588383379,21345.112028193806,21471.142560661603,21540.49970836231,21521.478319776812,20924.006389423816,21148.79993050793,21257.522471579356,22027.76800013553,22833.194045879678,23062.184449972556,23453.559021864432,23737.362251470728,23984.76012757465,24159.83745321617,24457.601125935395,24587.14126831944,25108.70031387268,25177.816260074276,25255.129474156318,25056.011080617245
33,23588.469704441643,23823.39120457711,24162.752621885575,24310.71642524263,24316.463704546044,24415.74845031932,24481.431275188104,24698.795821628693,24469.462409228516,24556.02630060845,24572.759644180136,24530.11010344875,24675.798700164145,24986.147101760977,24679.98830348102,24806.51729654491,24729.328570951922,24822.820459681076,25284.740700581213,25578.7722014774,25493.10474767399,26290.976363014364,26319.996416992537,25620.708014562097
34,25562.311626744355,25410.5035218632,25391.33737329287,25341.92933404412,25279.390918294986,24843.241122278698,24746.222574754796,24775.147604364276,24723.704437306224,24225.715256645424,24141.99415526657,23940.2105897041,23726.745292262058,23556.11112467223,23690.09681883053,23729.044508563176,23494.841646653113,23863.652314012455,24057.694398492673,23995.99592678041,24181.324186233567,24296.97956746106,24425.886110221087,24402.18990403577
35,24564.680330839525,24452.399955935238,24549.680579312913,24620.680609367268,24524.434086057227,24922.039551644713,25554.45932815733,25837.927061395454,26199.897242620184,26572.883563791358,26700.2160416561,26679.00448897225,26631.18364079718,26710.886104511683,26979.81547177314,27042.76326914038,27249.64994717567,27598.31977864713,28012.38750021331,28239.084006503588,28246.88884412135,28051.217691353857,27932.86984778108,27814.480202315695
36,27432.11988094179,26987.11915909649,26697.906913662635,26760.526481255878,26640.885438727055,26547.895698293472,26663.665898823674,26362.077891046098,25892.88461001643,25232.00286280035,25044.53114642035,24978.843453213405,24998.294897338514,25466.446984484613,25946.126085010426,25401.989077228005,25274.125279889387,23985.99648272494,24092.01802683924,24448.302973758226,23704.63834680383,23201.469278910266,22993.397697410626,22984.426243957634
