,0
983,36117.48711632805
984,33597.01839477619
985,24641.506627435883
986,27721.41246014574
987,36106.910919618866
988,33866.279182647646
989,34842.796442343715
990,32642.76517549735
991,24028.208822696353
992,23733.047274858705
993,32056.329043261474
994,30807.367891253434
995,30566.56855868021
996,30662.72781729658
997,22421.128064624365
998,21884.247034615506
999,27995.272243383657
1000,27067.289259659843
1001,28715.346226656504
1002,31133.652152183793
1003,22681.64515182607
1004,27531.653392648852
1005,37539.36081602001
1006,35859.647012267946
1007,36773.92350479446
1008,33603.89769594005
1009,24426.81348177458
1010,28078.43016133481
1011,37462.05238633967
1012,35268.69910942837
1013,37281.93110943037
1014,33597.01839477619
1015,24511.321188443737
1016,28405.242708204565
1017,36818.68904383193
1018,34322.18910347415
1019,35488.140970989196
1020,33207.50037052978
1021,23909.751972845825
1022,27571.097800383748
1023,35529.86367811413
1024,32808.67559759864
1025,35086.89050239054
1026,32539.226370438108
1027,23947.844118441302
1028,27409.872589396415
1029,35566.511257500395
1030,33434.69083867013
1031,34726.61516919593
1032,32092.910076554384
1033,23977.95462016648
1034,23274.186148499586
1035,31807.07370136796
1036,30060.21891008808
1037,30589.680455204485
1038,30077.347720800728
1039,21827.842708991626
1040,21265.75975852626
1041,27572.170109949624
1042,28828.316361052413
1043,29266.983835166608
1044,30713.879391038878
1045,21598.55016569416
1046,25893.492137790254
1047,36120.681804611726
1048,34404.37556999904
1049,35414.76423815913
1050,33547.21684255451
1051,24429.794601390833
1052,28174.532718262402
1053,37914.447818488894
1054,36054.683368255755
1055,36550.10339394061
1056,33543.19645363256
1057,24777.923738883444
1058,28349.452279601846
1059,36966.52078178353
1060,34779.32480421512
1061,35603.39056701648
1062,33383.897883557125
1063,24008.261801051744
1064,27581.972762084013
1065,35760.944010616186
1066,33550.946552113615
1067,33901.634587559725
1068,32508.88112265203
1069,23871.08857509715
1070,27149.549292026524
1071,34670.4965463926
1072,31986.994815667113
1073,32751.85077205638
1074,31066.905975893253
1075,23916.648762670797
1076,23301.536585015532
1077,30763.681384914766
1078,29206.059859251865
1079,29200.199802448435
1080,29249.412419436347
1081,22598.62554421732
1082,21321.333227054005
1083,26993.567406799113
1084,27001.041604148377
1085,27594.141665179046
1086,30066.654964250898
1087,22187.539491941043
1088,26908.57477287022
1089,35756.240696606525
1090,33286.93143981553
1091,34308.07496825183
1092,32175.929167630202
1093,24153.992376250982
1094,27963.325593704038
1095,35633.74196496382
1096,33698.57602551592
1097,34295.871584913766
1098,32381.382191208442
1099,24153.992376250982
1100,28024.34350093397
1101,35434.3976129696
1102,32389.492199370958
1103,32111.71606223644
1104,32169.97396806725
1105,23820.75009675041
1106,27487.820763577172
1107,34949.300544686805
1108,32795.985543279385
1109,33753.09364476508
1110,31995.15244550079
1111,23588.522060571144
1112,26960.833392223914
1113,34798.947320019586
1114,32493.1453497185
1115,32495.577175135895
1116,31759.66911818223
1117,23808.330132556814
1118,23317.082093767916
1119,30725.713142528668
1120,28733.70710101052
1121,27863.80696928192
1122,29969.13530129828
1123,22003.352022442836
1124,21460.260282918014
1125,26893.828659811785
1126,26299.781058775963
1127,25656.288765613168
1128,30102.87757303637
1129,21892.998902936433
1130,26398.338113867125
1131,35455.34233739498
1132,33133.202733476006
1133,33382.33092818352
1134,32220.909211515886
1135,23924.816375311042
1136,27487.820763577172
1137,35430.89838111459
1138,33171.427569680054
1139,33309.12242345656
1140,32458.21130891365
1141,23909.751972845825
1142,28020.780484455485
1143,35295.7319715278
1144,32823.17447475619
1145,32982.33706992777
1146,32175.742245423695
1147,24113.99293716545
1148,27576.53705050906
1149,35013.984170381176
1150,33367.00693344928
1151,32559.704889287492
1152,32303.731934502
1153,24175.832599160614
1154,27393.077568673394
1155,34576.38376906944
1156,31986.994815667113
1157,31409.468623120236
1158,31468.294949186537
1159,24175.832599160614
1160,23738.453939799067
1161,31859.266568189807
1162,30382.514895027016
1163,28842.563517618066
1164,29590.766966042927
1165,21986.03359556805
1166,21460.260282918014
1167,26306.469609308155
1168,26314.763049659407
1169,26085.568031482166
1170,29252.469268972567
1171,20937.235745697362
1172,25240.565270070612
1173,35048.53529099888
1174,32918.26947781183
1175,33432.59697734802
1176,32188.688560181163
1177,23738.24350199243
1178,27330.876817472894
1179,35478.44586405799
1180,33367.00693344928
1181,33164.126373979474
1182,32226.118055935895
1183,23909.751972845825
1184,27249.702615693557
1185,34951.332964041634
1186,32290.910677343123
1187,31120.289514361095
1188,31606.27411626452
1189,23588.522060571144
1190,26966.203242223914
1191,34031.87143292889
1192,31378.88940226852
1193,30590.995812555946
1194,30626.00792521886
1195,23119.624880458057
1196,26926.506580619192
1197,33905.10672708251
1198,31170.860156972354
1199,29256.66886917896
1200,30218.981517154287
1201,22899.041887401167
1202,23027.876933806427
1203,29039.180393728107
1204,26968.589194354823
1205,25545.92735700253
1206,28495.365292380695
1207,21205.891553181253
1208,20480.90454292995
1209,25440.161295625316
1210,24723.05215963434
1211,23922.749215640797
1212,27561.346344769347
1213,20933.977095003793
1214,25777.10171063584
1215,33411.500653763396
1216,31164.847318691056
1217,30100.096942272336
1218,30390.289744622623
1219,22847.791728019587
1220,26478.228683795292
1221,33696.99323675156
1222,30882.185472006855
1223,30124.58492273446
1224,30266.096837545992
1225,22811.09877613082
1226,26398.338113867125
1227,33726.318685175276
1228,31419.31599984067
1229,30885.064609872512
1230,30344.40376683376
1231,22882.12430953143
1232,26287.421606631386
1233,33206.04285892385
1234,31382.406890938186
1235,30275.815051699396
1236,30596.34116920797
1237,22847.791728019587
1238,26410.79527053201
1239,33603.82792596926
1240,31155.72978902482
1241,30110.975686359237
1242,31018.35300220509
1243,23052.572286936836
1244,23139.469772492663
1245,29121.38772575785
1246,26965.697116935466
1247,25244.227160603405
1248,27820.236948113776
1249,20929.36303341775
1250,20570.99303995721
1251,25233.47745031014
1252,24342.6534574015
1253,23264.580928809257
1254,27429.845445205112
1255,21021.471028544285
1256,25105.05731601702
1257,31502.492784140268
1258,30262.72637558401
1259,28208.77875368329
1260,29033.194225158437
1261,21908.448388164732
1262,25275.315678987885
1263,31478.265158421393
1264,30109.972715554457
1265,29420.410254130507
1266,29565.830619275293
1267,22387.272410399917
1268,24600.324743383015
1269,30999.646357686775
1270,28689.71501329911
1271,27520.382008391396
1272,28689.063335062565
1273,21722.40835006426
1274,24622.058437812753
1275,31721.85270371217
1276,29543.841541259593
1277,28880.673819505108
1278,29173.19172374871
1279,22286.60454224293
1280,25218.015567374237
1281,31485.619368736912
1282,29434.39035950446
1283,28689.627017764793
1284,28600.070108913333
1285,22553.878538253317
1286,21722.40835006426
1287,28417.26151082796
1288,27067.289259659843
1289,25463.81522387414
1290,27063.54629745541
1291,20916.792320596418
1292,20381.734882911802
1293,25331.12097616787
1294,25195.14765304129
1295,23669.605671963454
1296,26965.697116935466
1297,20933.977095003793
1298,24767.085226297415
1299,33085.092546202475
1300,31808.35787139578
1301,30994.456244607518
1302,30233.96124568229
1303,23204.1858610337
1304,26410.79527053201
1305,33895.10418555106
1306,32019.745331008526
1307,31827.2702460375
1308,30866.414592821995
1309,23591.140305206944
1310,26469.76055209004
1311,34644.444110929464
1312,32283.125806031017
1313,31335.3042093147
1314,30863.034903023465
1315,23060.868912976417
1316,25886.7066176911
1317,33051.156711713855
1318,30899.813429339672
1319,29692.369214040475
1320,30141.036176889334
1321,23188.27547463706
1322,25940.50627016544
1323,33696.99323675156
1324,31473.663086366643
1325,30871.367821541713
1326,30605.205424071883
1327,23588.522060571144
1328,23018.68303763167
1329,30483.856027005542
1330,28820.0358908363
1331,27154.969325993807
1332,28689.063335062565
1333,22598.62554421732
1334,20480.90454292995
1335,25339.798161459523
1336,26955.92495309325
1337,24308.596432780054
1338,28597.099978024617
1339,21278.804409433567
1340,25206.65516483415
1341,33374.47835427821
1342,31629.50115304065
1343,29262.26250856283
1344,30229.43971998768
1345,22864.272640203897
1346,25940.50627016544
1347,33064.7968827939
1348,31168.555222431543
1349,30082.64269077956
1350,30140.736509669936
1351,22811.09877613082
1352,25940.50627016544
1353,33735.40328249476
1354,31823.674744180156
1355,30473.158051261893
1356,29936.730103003913
1357,22899.041887401167
1358,25887.19198632483
1359,33440.57017559101
1360,31456.212274919002
