,0
1156,31355.737234905362
1157,31282.697642877698
1158,31234.819753170013
1159,23312.701062321663
1160,23806.00786960125
1161,31983.36628806591
1162,29676.82113698125
1163,28901.060645490885
1164,29762.080127358437
1165,21480.42706799507
1166,22047.920544028282
1167,26404.230382353067
1168,25590.759145230055
1169,25500.925807505846
1170,30012.12011948228
1171,20813.02943110466
1172,25350.75687214732
1173,34826.27231156826
1174,32686.31183668226
1175,32856.11807946116
1176,32076.89671470225
1177,23101.490574598312
1178,27441.29782369733
1179,34751.04106912017
1180,33117.80881741643
1181,32897.5128518492
1182,32045.436460345984
1183,23224.146420001984
1184,27545.769950389862
1185,33998.05838648975
1186,31632.762446314096
1187,30830.099495768547
1188,31398.628970339894
1189,22968.940195322037
1190,26926.008304029703
1191,33237.565262869
1192,30462.68834760785
1193,30325.58475974202
1194,30777.18998351693
1195,22661.841112971306
1196,26766.074858099222
1197,33215.686848312616
1198,30515.758594185114
1199,29399.813674151897
1200,30024.774657160044
1201,22252.286860466003
1202,23206.61002588272
1203,29035.383090794086
1204,25458.89876690507
1205,24988.740893274546
1206,28866.983373075724
1207,20806.399040460587
1208,21371.706848740578
1209,25337.751351326704
1210,23951.426567196846
1211,23724.629237174988
1212,28820.914442509413
1213,20810.949058294296
1214,25682.960023790598
1215,33255.89116963744
1216,30727.068793028593
1217,30025.37771001458
1218,30418.198043495417
1219,22348.084518551826
1220,26480.109747081995
1221,32840.249154403806
1222,30213.329980701208
1223,30134.79830017686
1224,30104.376038581133
1225,22295.572654247284
1226,26282.98006489873
1227,32987.041771523654
1228,30886.298079028726
1229,30526.264556646347
1230,30129.321367770433
1231,22284.783113360405
1232,26308.60821583867
1233,32488.616493314505
1234,30644.807916611433
1235,30411.314785450697
1236,30458.36248037219
1237,22261.390086889267
1238,26491.753612846136
1239,33253.46260559559
1240,30460.776287168264
1241,29847.608736604452
1242,30698.54782307148
1243,22447.63450551033
1244,23294.255302786827
1245,28853.985829144716
1246,25548.921156913042
1247,24713.04682531953
1248,28506.020742475986
1249,20718.129970788956
1250,21288.204768300056
1251,25150.688503831625
1252,23694.7956700325
1253,23010.153593182564
1254,28441.570266336203
1255,20847.02693462372
1256,25310.44725587964
1257,31906.023164093494
1258,29730.68907251954
1259,28314.58057680726
1260,29130.93306645751
1261,21733.16205227375
1262,25303.311130434275
1263,31051.052158772945
1264,29776.192441612482
1265,29104.184162527323
1266,29487.29223406315
1267,21891.31984257698
1268,24673.845199018717
1269,30478.887017339468
1270,28025.049796134233
1271,27794.584692269564
1272,28725.429079651833
1273,21454.355401992798
1274,24693.22585001588
1275,31004.761071830988
1276,29060.791478425264
1277,28915.696243703365
1278,28908.758742809296
1279,21783.87433028221
1280,25165.004627615213
1281,31125.241619437933
1282,29016.012410908937
1283,28693.926747202873
1284,28458.87892025709
1285,21887.368091464043
1286,22295.757718086243
1287,28559.415249615908
1288,26229.68885847926
1289,25320.9568079412
1290,27617.353361219168
1291,20728.72966170311
1292,20962.29618024826
1293,25188.339422792196
1294,24890.355532199144
1295,23670.186965584755
1296,27915.458500534296
1297,20975.346371650696
1298,25154.470347195864
1299,33067.61523665488
1300,31285.93805485964
1301,30796.309790223837
1302,30153.118822544813
1303,22699.21443617344
1304,26293.054876476526
1305,33007.97622090578
1306,31408.68044951558
1307,31483.047196552157
1308,30589.316684037447
1309,22837.847991466522
1310,26622.03775778413
1311,33910.87058420479
1312,31637.611996352673
1313,31122.780350148678
1314,30557.374027282
1315,22408.80619764328
1316,26162.370291680098
1317,32438.837511390448
1318,30257.397509664297
1319,29508.99735069275
1320,29881.865489035845
1321,22483.24653148651
1322,26061.238487511873
1323,33123.47779344022
1324,31219.789697766304
1325,30639.803614914417
1326,30437.714301615953
1327,22812.60751736164
1328,23281.08864879608
1329,30287.556533902884
1330,27902.433835178614
1331,26533.152074545622
1332,29124.053398013115
1333,22163.950784921646
1334,21263.85930120945
